,target_sa2,mcc,avg_spent_index,trx_count_index
943,404021101,Auto and Transportation,0.050174862,0.567078369
944,404021101,Dining Sports and Entertainment,0.077026918,0.645129653
945,404021101,Hardware Supplies and Homewares,0.214192112,0.082976698
946,404021101,Luxury and Speciality Stores,0.100555304,0.238043852
947,404021101,Medical and Personal Care,0.072637337,0.06005069
948,404021101,Personal Services,0.322435783,0.106854956
949,404021101,Professional Services,0.108806058,0.053184907
950,404021101,Retail Food Grocery and Supermarkets,0.298304772,0.564843461
951,404021101,Trades and Light Manufacturing,0.233279406,0.321304881
952,404021101,Travel Accommodation and Rentals,0.014553948,0.050093949
953,404021102,Auto and Transportation,0.056091336,0.63367145
954,404021102,Dining Sports and Entertainment,0.065879337,0.550870551
955,404021102,Hardware Supplies and Homewares,0.455388173,0.162793591
956,404021102,Luxury and Speciality Stores,0.112831592,0.187199473
957,404021102,Medical and Personal Care,0.086684212,0.022434011
958,404021102,Personal Services,0.641419856,0.021268567
959,404021102,Professional Services,0.036208036,0.482485183
960,404021102,Retail Food Grocery and Supermarkets,0.408571258,0.331533649
961,404021102,Trades and Light Manufacturing,0.343503899,0.569058472
962,404021102,Travel Accommodation and Rentals,0.084504277,0.022951365
963,404021103,Dining Sports and Entertainment,0.032940511,0.001734446
964,404031104,Apparel Discount and Department Stores,0.141915168,0.699022498
965,404031104,Auto and Transportation,0.059315952,0.703888022
966,404031104,Dining Sports and Entertainment,0.083516127,0.699304656
967,404031104,Hardware Supplies and Homewares,0.2641594,1
968,404031104,Luxury and Speciality Stores,0.107588041,0.860874303
969,404031104,Medical and Personal Care,0.076579058,0.007834568
970,404031104,Personal Services,0.153800761,0.049514003
971,404031104,Professional Services,0.036395055,0.1246065
972,404031104,Retail Food Grocery and Supermarkets,0.362825201,0.677691714
973,404031104,Travel Accommodation and Rentals,0.023906561,0.794192495
974,404031105,Apparel Discount and Department Stores,0.169772106,0.019863028
975,404031105,Auto and Transportation,0.039466397,0.081749324
976,404031105,Dining Sports and Entertainment,0.084484563,0.067704071
977,404031105,Hardware Supplies and Homewares,0.372584331,0.042446129
978,404031105,Luxury and Speciality Stores,0.127586776,0.033720275
979,404031105,Medical and Personal Care,0.044796402,0.083350131
980,404031105,Personal Services,0.262226928,0.068972524
981,404031105,Retail Food Grocery and Supermarkets,0.248560767,0.09565158
982,404031105,Travel Accommodation and Rentals,0.032220553,0.117474962
983,404031106,Apparel Discount and Department Stores,0.064637634,0.011394735
984,404031106,Auto and Transportation,0.042632714,0.390288509
985,404031106,Dining Sports and Entertainment,0.071903529,0.458040507
986,404031106,Luxury and Speciality Stores,0.073373088,0.009409916
987,404031106,Medical and Personal Care,0.033997637,0.09239684
988,404031106,Personal Services,0.308494717,0.040011777
989,404031106,Professional Services,0.570935391,0
990,404031106,Retail Food Grocery and Supermarkets,0.401314497,0.180325019
991,404031106,Trades and Light Manufacturing,0.361066538,0.019756495
992,404031106,Travel Accommodation and Rentals,0.003687735,0.013499462
993,404031107,Apparel Discount and Department Stores,0.126855604,0.711495087
994,404031107,Auto and Transportation,0.063205971,0.731566627
995,404031107,Dining Sports and Entertainment,0.08109965,0.64904488
996,404031107,Hardware Supplies and Homewares,0.291403511,0.265686896
997,404031107,Luxury and Speciality Stores,0.087359062,0.400164293
998,404031107,Medical and Personal Care,0.057365864,0.500342678
999,404031107,Personal Services,0.245416013,0.155336424
1000,404031107,Professional Services,0.085754503,0.805127982
1001,404031107,Retail Food Grocery and Supermarkets,0.290903422,0.542638851
1002,404031107,Trades and Light Manufacturing,0.451265487,0.601954227
1003,404031107,Travel Accommodation and Rentals,0.024466924,0.336852619
1004,404031108,Apparel Discount and Department Stores,0.138055122,0.543645259
1005,404031108,Auto and Transportation,0.057423538,0.722827618
1006,404031108,Dining Sports and Entertainment,0.111741928,0.652920955
1007,404031108,Hardware Supplies and Homewares,0.292557024,0.995043274
1008,404031108,Luxury and Speciality Stores,0.110686097,0.62124031
1009,404031108,Medical and Personal Care,0.056859088,0.128516485
1010,404031108,Personal Services,0.406927737,0.216604328
1011,404031108,Professional Services,0.038932814,0.701102885
1012,404031108,Retail Food Grocery and Supermarkets,0.400287792,0.907508386
1013,404031108,Trades and Light Manufacturing,0.328018351,0.889446937
1014,404031108,Travel Accommodation and Rentals,0.025026802,0.201579802
1015,404031109,Auto and Transportation,0.032834008,0.228908004
1016,404031109,Dining Sports and Entertainment,0.041995832,0.271990854
1017,404031109,Luxury and Speciality Stores,0.097899659,0.097328015
1018,404031109,Medical and Personal Care,0.032825037,0.01730593
1019,404031109,Personal Services,0.441478348,0.006719772
1020,404031109,Retail Food Grocery and Supermarkets,0.362366641,0.102546805
1021,404031109,Travel Accommodation and Rentals,0.043245042,0.002293996
1022,405011110,Apparel Discount and Department Stores,0.097525581,0.017220232
1023,405011110,Auto and Transportation,0.055442343,0.051257945
1024,405011110,Dining Sports and Entertainment,0.082574928,0.070885194
1025,405011110,Hardware Supplies and Homewares,0.245640582,0.029514657
1026,405011110,Luxury and Speciality Stores,0.075886945,0.055074196
1027,405011110,Medical and Personal Care,0.03425475,0.052487576
1028,405011110,Personal Services,0.450849945,0.029694718
1029,405011110,Professional Services,0.080257525,0.067264063
1030,405011110,Retail Food Grocery and Supermarkets,0.265834102,0.121603864
1031,405011110,Trades and Light Manufacturing,0.215821911,0.146459898
1032,405011110,Travel Accommodation and Rentals,0.007983565,0.015595071
1033,405011111,Apparel Discount and Department Stores,0.115680103,0.016893551
1034,405011111,Auto and Transportation,0.060420336,0.076717543
1035,405011111,Dining Sports and Entertainment,0.089284156,0.105200205
1036,405011111,Hardware Supplies and Homewares,0.124596613,0.049289478
1037,405011111,Luxury and Speciality Stores,0.166720842,0.017307826
1038,405011111,Medical and Personal Care,0.0696138,0.033894251
1039,405011111,Personal Services,0.294555118,0.047824212
1040,405011111,Professional Services,0.080285209,0.071470441
1041,405011111,Retail Food Grocery and Supermarkets,0.415931632,0.080151811
1042,405011111,Trades and Light Manufacturing,0.229276038,0.138652512
1043,405011111,Travel Accommodation and Rentals,0.030297034,0.050965029
1044,405011112,Apparel Discount and Department Stores,0.088021958,0.008677604
1045,405011112,Auto and Transportation,0.099101516,0.01178967
1046,405011112,Dining Sports and Entertainment,0.028093048,0.0504203
1047,405011112,Luxury and Speciality Stores,0.132436003,0.010867017
1048,405011112,Medical and Personal Care,0.037322358,0.030276642
1049,405011112,Personal Services,0.653844307,0.004026473
1050,405011112,Retail Food Grocery and Supermarkets,0.551885551,0.051687281
1051,405011112,Travel Accommodation and Rentals,0.015867287,0.015013591
1052,405011113,Auto and Transportation,0.046541249,0.158145244
1053,405011113,Dining Sports and Entertainment,0.302037722,0.011743725
1054,405011113,Hardware Supplies and Homewares,0.294166502,0.02884045
1055,405011113,Luxury and Speciality Stores,0.083385861,0.0216918
1056,405011113,Medical and Personal Care,0.124777561,0.008476922
1057,405011113,Personal Services,0.062897365,0.026642726
1058,405011113,Professional Services,0.067810349,0.050851045
1059,405011113,Retail Food Grocery and Supermarkets,0.387838983,0.041503788
1060,405011113,Trades and Light Manufacturing,0.11374095,0.049415041
1061,405011113,Travel Accommodation and Rentals,0.031198067,0.012147235
1062,405011114,Apparel Discount and Department Stores,0.113895814,0.069056985
1063,405011114,Auto and Transportation,0.055428738,0.125901115
1064,405011114,Dining Sports and Entertainment,0.09235291,0.144268303
1065,405011114,Hardware Supplies and Homewares,0.310859716,0.116270389
1066,405011114,Luxury and Speciality Stores,0.077078672,0.084167647
1067,405011114,Medical and Personal Care,0.021927964,0.052181181
1068,405011114,Personal Services,0.303574444,0.020721199
1069,405011114,Professional Services,0.038387851,0.100410325
1070,405011114,Retail Food Grocery and Supermarkets,0.332541933,0.222565512
1071,405011114,Trades and Light Manufacturing,0.191983804,0.161396284
1072,405011114,Travel Accommodation and Rentals,0.025558406,0.065652535
1073,405011115,Auto and Transportation,0.068623167,0.039715678
1074,405011115,Dining Sports and Entertainment,0.037806461,0.159091354
1075,405011115,Hardware Supplies and Homewares,0.250541167,0.082415341
1076,405011115,Luxury and Speciality Stores,0.170009883,0.033118429
1077,405011115,Medical and Personal Care,0.026514618,0.048749022
1078,405011115,Personal Services,0.268656111,0.022263782
1079,405011115,Professional Services,0.084818474,0.028326567
1080,405011115,Retail Food Grocery and Supermarkets,0.344505917,0.245326789
1081,405011115,Trades and Light Manufacturing,0.16772241,0.153767421
1082,405011115,Travel Accommodation and Rentals,0.020220578,0.041355784
1083,405021116,Apparel Discount and Department Stores,0.120269693,0.062179065
1084,405021116,Auto and Transportation,0.070079104,0.069942527
1085,405021116,Dining Sports and Entertainment,0.158403586,0.038862548
1086,405021116,Hardware Supplies and Homewares,0.240154692,0.069816633
1087,405021116,Luxury and Speciality Stores,0.131820678,0.050014465
1088,405021116,Medical and Personal Care,0.056154852,0.041360608
1089,405021116,Personal Services,0.186085544,0.027770636
1090,405021116,Professional Services,0.096383129,0.064137774
1091,405021116,Retail Food Grocery and Supermarkets,0.334114152,0.213513978
1092,405021116,Travel Accommodation and Rentals,0.018453792,0.068619224
1093,405021117,Apparel Discount and Department Stores,0.095843794,0.037783572
1094,405021117,Auto and Transportation,0.054043083,0.04530126
1095,405021117,Dining Sports and Entertainment,0.059394418,0.039207088
1096,405021117,Hardware Supplies and Homewares,0.229158792,0.044833343
1097,405021117,Luxury and Speciality Stores,0.170139569,0.025476039
1098,405021117,Medical and Personal Care,0.0839869,0.057139939
1099,405021117,Personal Services,0.470410081,0.022104133
1100,405021117,Professional Services,0.055667258,0.05830312
1101,405021117,Retail Food Grocery and Supermarkets,0.466816712,0.07457893
1102,405021117,Trades and Light Manufacturing,0.218789154,0.131678231
1103,405021117,Travel Accommodation and Rentals,0.056077061,0.016087619
1104,405021118,Apparel Discount and Department Stores,0.135240065,0.002456959
1105,405021118,Auto and Transportation,0.079808905,0.02875766
1106,405021118,Dining Sports and Entertainment,0.055865722,0.034688916
1107,405021118,Hardware Supplies and Homewares,0.081464481,0.01832513
1108,405021118,Luxury and Speciality Stores,0.148126124,0.008309699
1109,405021118,Medical and Personal Care,0.038205876,0.020988043
1110,405021118,Personal Services,0.217910092,0.010810519
1111,405021118,Retail Food Grocery and Supermarkets,0.337797574,0.040535311
1112,405021118,Travel Accommodation and Rentals,0.022099731,0.005602733
1113,405021119,Apparel Discount and Department Stores,0.122866454,0.04576869
1114,405021119,Auto and Transportation,0.029442137,0.848488943
1115,405021119,Dining Sports and Entertainment,0.086186671,0.123008617
1116,405021119,Hardware Supplies and Homewares,0.315623914,0.015469153
1117,405021119,Luxury and Speciality Stores,0.07914279,0.028802031
1118,405021119,Medical and Personal Care,0.070580686,0.018418627
1119,405021119,Personal Services,0.308883459,0.04813107
1120,405021119,Professional Services,0.061116279,0.058444237
1121,405021119,Retail Food Grocery and Supermarkets,0.266452348,0.158904711
1122,405021119,Trades and Light Manufacturing,0.289132067,0.055532414
1123,405021119,Travel Accommodation and Rentals,0.023129529,0.012591897
1124,405031120,Apparel Discount and Department Stores,0.153372107,0.011971808
1125,405031120,Auto and Transportation,0.070866043,0.039142846
1126,405031120,Dining Sports and Entertainment,0.030353189,0.037956173
1127,405031120,Hardware Supplies and Homewares,0.143211827,0.021942122
1128,405031120,Luxury and Speciality Stores,0.050649596,0.027435734
1129,405031120,Medical and Personal Care,0.03716663,0.032125762
1130,405031120,Personal Services,0.259366502,0.015722319
1131,405031120,Professional Services,0.099320578,0.043122164
1132,405031120,Retail Food Grocery and Supermarkets,0.693165449,0.057018043
1133,405031120,Trades and Light Manufacturing,0.491094891,0.017388096
1134,405031120,Travel Accommodation and Rentals,0.017046205,0.053804021
1135,405031121,Auto and Transportation,0.053662775,0.046606783
1136,405031121,Dining Sports and Entertainment,0.03802216,0.050684578
1137,405031121,Hardware Supplies and Homewares,0.188185237,0.02720557
1138,405031121,Luxury and Speciality Stores,0.029332171,0.019064795
1139,405031121,Medical and Personal Care,1.10E-17,0.02079453
1140,405031121,Personal Services,0.29904177,0.016174312
1141,405031121,Retail Food Grocery and Supermarkets,0.344253409,0.051809376
1142,405031121,Trades and Light Manufacturing,0.08203636,0.062113945
1143,405031121,Travel Accommodation and Rentals,0.01159823,0.030576737
1144,405031122,Apparel Discount and Department Stores,0.16125372,0.109639848
1145,405031122,Auto and Transportation,0.031965726,0.67129753
1146,405031122,Dining Sports and Entertainment,0.077907249,0.166667319
1147,405031122,Hardware Supplies and Homewares,0.092091829,0.060539771
1148,405031122,Luxury and Speciality Stores,0.075862926,0.086437768
1149,405031122,Medical and Personal Care,0.062532316,0.055634842
1150,405031122,Personal Services,0.259582303,0.027924065
1151,405031122,Professional Services,0.075745974,0.051220121
1152,405031122,Retail Food Grocery and Supermarkets,0.380746471,0.141761842
1153,405031122,Trades and Light Manufacturing,0.158641344,0.225688204
1154,405031122,Travel Accommodation and Rentals,0.040255277,0.048212689
1155,405031123,Auto and Transportation,0.034661431,0.076930689
1156,405031123,Dining Sports and Entertainment,0.092343022,0.030266666
1157,405031123,Luxury and Speciality Stores,0.097521031,0.023759194
1158,405031123,Personal Services,0.226841803,0.012848636
1159,405031123,Retail Food Grocery and Supermarkets,0.352712254,0.057094611
1160,405041124,Apparel Discount and Department Stores,0.286658548,0.032310187
1161,405041124,Auto and Transportation,0.062884249,0.050825943
1162,405041124,Dining Sports and Entertainment,0.107686924,0.079383195
1163,405041124,Hardware Supplies and Homewares,0.316734238,0.082247512
1164,405041124,Luxury and Speciality Stores,0.111369188,0.042327729
1165,405041124,Medical and Personal Care,0.073425665,0.029086003
1166,405041124,Personal Services,0.215840707,0.040874296
1167,405041124,Professional Services,0.027847967,0.1432394
1168,405041124,Retail Food Grocery and Supermarkets,0.248827518,0.189153059
1169,405041124,Trades and Light Manufacturing,0.133227105,0.294014734
1170,405041124,Travel Accommodation and Rentals,0.056714831,0.027074174
1171,405041125,Apparel Discount and Department Stores,0.154808203,0.018693234
1172,405041125,Auto and Transportation,0.046836116,0.05271191
1173,405041125,Dining Sports and Entertainment,0.082633215,0.053211857
1174,405041125,Hardware Supplies and Homewares,0.178346971,0.031572003
1175,405041125,Luxury and Speciality Stores,0.222787605,0.017903337
1176,405041125,Medical and Personal Care,0.024281058,0.035144019
1177,405041125,Personal Services,0.095869619,0.014142415
1178,405041125,Retail Food Grocery and Supermarkets,0.47255003,0.108148657
1179,405041125,Trades and Light Manufacturing,0.351350339,0.018590148
1180,405041125,Travel Accommodation and Rentals,0.045124744,0.013143733
1181,405041126,Auto and Transportation,0.048287692,0.038592852
1182,405041126,Dining Sports and Entertainment,0.050146103,0.051737774
1183,405041126,Hardware Supplies and Homewares,0.320703205,0.017839006
1184,405041126,Luxury and Speciality Stores,0.105792628,0.02682333
1185,405041126,Medical and Personal Care,0.055947251,0.049437067
1186,405041126,Personal Services,0.38200374,0.027001418
1187,405041126,Professional Services,0.106302069,0.021270706
1188,405041126,Retail Food Grocery and Supermarkets,0.354003097,0.088986058
1189,405041126,Travel Accommodation and Rentals,0.016152983,0.047968696
1190,405041127,Apparel Discount and Department Stores,0.109999258,0.019358335
1191,405041127,Auto and Transportation,0.050475535,0.036558444
1192,405041127,Dining Sports and Entertainment,0.158322962,0.034872931
1193,405041127,Hardware Supplies and Homewares,0.22089753,0.038681563
1194,405041127,Luxury and Speciality Stores,0.228889236,0.018881073
1195,405041127,Medical and Personal Care,0.046030597,0.051227057
1196,405041127,Personal Services,0.280867124,0.029114176
1197,405041127,Professional Services,0.082302672,0.04827837
1198,405041127,Retail Food Grocery and Supermarkets,0.29696425,0.473754897
1199,405041127,Trades and Light Manufacturing,0.082372639,0.148387941
1200,405041127,Travel Accommodation and Rentals,0.027242595,0.043077421
1201,405041128,Auto and Transportation,0.046438902,0.021784722
1202,405041128,Dining Sports and Entertainment,0.116470383,0.033806032
1203,405041128,Hardware Supplies and Homewares,0.422186732,0.018900955
1204,405041128,Luxury and Speciality Stores,0.07235142,0.032250503
1205,405041128,Medical and Personal Care,0.013379417,0.031287207
1206,405041128,Personal Services,0.234299411,0.028062981
1207,405041128,Professional Services,0.472233519,0.003137144
1208,405041128,Retail Food Grocery and Supermarkets,0.440936516,0.095014206
1209,405041128,Trades and Light Manufacturing,0.087007126,0.080906418
1210,405041128,Travel Accommodation and Rentals,0.02057382,0.023756316
1211,406011129,Apparel Discount and Department Stores,0.266293742,0.019074689
1212,406011129,Auto and Transportation,0.040863175,0.048957104
1213,406011129,Dining Sports and Entertainment,0.133247302,0.020124269
1214,406011129,Hardware Supplies and Homewares,0.26573128,0.025738517
1215,406011129,Luxury and Speciality Stores,0.158908451,0.010839565
1216,406011129,Medical and Personal Care,0.051428928,0.006485356
1217,406011129,Personal Services,0.136098176,0.024289458
1218,406011129,Retail Food Grocery and Supermarkets,0.201814501,0.046412393
1219,406011129,Travel Accommodation and Rentals,0.062128596,0.016165149
1220,406011130,Auto and Transportation,0.038286695,0.035749629
1221,406011130,Dining Sports and Entertainment,0.110212589,0.035761688
1222,406011130,Hardware Supplies and Homewares,0.487832334,0.010469023
1223,406011130,Luxury and Speciality Stores,0.412276345,0.00798238
1224,406011130,Medical and Personal Care,0.022377516,0.020724651
1225,406011130,Personal Services,0.237416749,0.023470479
1226,406011130,Professional Services,0.070699593,0.058829596
1227,406011130,Retail Food Grocery and Supermarkets,0.499586066,0.025306633
1228,406011130,Travel Accommodation and Rentals,0.031035495,0.035826021
1229,406011131,Apparel Discount and Department Stores,0.141221889,0.00342918
1230,406011131,Auto and Transportation,0.064326083,0.048134967
1231,406011131,Dining Sports and Entertainment,0.163891553,0.026762538
1232,406011131,Hardware Supplies and Homewares,0.803890437,0.006140206
1233,406011131,Luxury and Speciality Stores,0.042161717,0.017804085
1234,406011131,Medical and Personal Care,0.011596533,0.035944946
1235,406011131,Personal Services,0.086474691,0.009429659
1236,406011131,Professional Services,0.095822448,0.012754825
1237,406011131,Retail Food Grocery and Supermarkets,0.386213556,0.038579733
1238,406011131,Trades and Light Manufacturing,0.130343097,0.095699987
1239,406011131,Travel Accommodation and Rentals,0.021294213,0.012482442
1240,406011132,Auto and Transportation,0.048850855,0.057285045
1241,406011132,Dining Sports and Entertainment,0.045173076,0.033113037
1242,406011132,Hardware Supplies and Homewares,0.163395563,0.014829669
1243,406011132,Luxury and Speciality Stores,0.23665871,0.005243452
1244,406011132,Medical and Personal Care,0.059990448,0.024299256
1245,406011132,Personal Services,0.603512731,0.002519137
1246,406011132,Professional Services,0.10528503,0.010963722
1247,406011132,Retail Food Grocery and Supermarkets,0.437419286,0.049336448
1248,406011132,Travel Accommodation and Rentals,0.038584277,0.009766587
1249,406011133,Apparel Discount and Department Stores,0.155068041,0.068669662
1250,406011133,Auto and Transportation,0.053507808,0.060813383
1251,406011133,Dining Sports and Entertainment,0.034953541,0.148631824
1252,406011133,Hardware Supplies and Homewares,0.326591534,0.067901074
1253,406011133,Luxury and Speciality Stores,0.084515429,0.050823262
1254,406011133,Medical and Personal Care,0.054601777,0.046848837
1255,406011133,Personal Services,0.304076248,0.036872704
1256,406011133,Professional Services,0.085037744,0.099617898
1257,406011133,Retail Food Grocery and Supermarkets,0.284031268,0.136209655
1258,406011133,Trades and Light Manufacturing,0.484491215,0.070111755
1259,406011133,Travel Accommodation and Rentals,0.027151979,0.086394275
1260,406011134,Apparel Discount and Department Stores,0.102308501,0.023249172
1261,406011134,Auto and Transportation,0.033517221,0.070199444
1262,406011134,Dining Sports and Entertainment,0.07327606,0.036877528
1263,406011134,Hardware Supplies and Homewares,0.2741616,0.02365513
1264,406011134,Luxury and Speciality Stores,0.398682994,0.006932845
1265,406011134,Medical and Personal Care,0.06261261,0.023662278
1266,406011134,Personal Services,1,0.0058614
1267,406011134,Professional Services,0.104912643,0.015115825
1268,406011134,Retail Food Grocery and Supermarkets,0.349547624,0.092690276
1269,406011134,Trades and Light Manufacturing,0.113471419,0.250574248
1270,406011134,Travel Accommodation and Rentals,0.03063117,0.043950782
1271,406011135,Dining Sports and Entertainment,0.086604537,0.020290666
1272,406011136,Apparel Discount and Department Stores,0.15102669,0.109293605
1273,406011136,Auto and Transportation,0.058176847,0.046612492
1274,406011136,Dining Sports and Entertainment,0.160934672,0.105354857
1275,406011136,Hardware Supplies and Homewares,0.124306169,0.049523859
1276,406011136,Luxury and Speciality Stores,0.101946952,0.035156258
1277,406011136,Medical and Personal Care,0.022166027,0.054788225
1278,406011136,Personal Services,0.436937072,0.011405575
1279,406011136,Professional Services,0.095768199,0.039529103
1280,406011136,Retail Food Grocery and Supermarkets,0.326654958,0.217605172
1281,406011136,Trades and Light Manufacturing,0.251097846,0.078930769
1282,406011136,Travel Accommodation and Rentals,0.037738431,0.024278508
1283,406011137,Dining Sports and Entertainment,0.273960914,0.004925356
1284,406011137,Luxury and Speciality Stores,0.281502275,0.002449619
1285,406021138,Auto and Transportation,1,0
1286,406021138,Retail Food Grocery and Supermarkets,0.715620222,0.103769817
1287,406021139,Auto and Transportation,0.067315562,0.044918738
1288,406021139,Dining Sports and Entertainment,0.015230291,0.031834715
1289,406021139,Luxury and Speciality Stores,0.072304575,0.013785443
1290,406021139,Medical and Personal Care,0.195313248,0.002117887
1291,406021139,Personal Services,0.546444879,0.004743857
1292,406021139,Retail Food Grocery and Supermarkets,0.433444146,0.059801379
1293,406021139,Trades and Light Manufacturing,0.356821351,0.0237554
1294,406021139,Travel Accommodation and Rentals,0.021880897,0.030487805
1295,406021140,Auto and Transportation,0.037700645,0.031595174
1296,406021140,Dining Sports and Entertainment,0.11844415,0.014196615
1297,406021140,Luxury and Speciality Stores,0.157652837,0.00576294
1298,406021140,Medical and Personal Care,0.024888792,0.021224558
1299,406021140,Personal Services,0.152051799,0.007472404
1300,406021140,Retail Food Grocery and Supermarkets,0.474741421,0.031175437
1301,406021140,Travel Accommodation and Rentals,0.019778702,0.023724392
1302,406021141,Apparel Discount and Department Stores,0.131454842,0.018303955
1303,406021141,Auto and Transportation,0.050746315,0.299853462
1304,406021141,Dining Sports and Entertainment,0.078011942,0.468917009
1305,406021141,Personal Services,0.364393958,0.014273037
1306,406021141,Retail Food Grocery and Supermarkets,0.150130279,0.045247324
1307,406021141,Trades and Light Manufacturing,0.538105136,0.001416279
1308,406021141,Travel Accommodation and Rentals,0.024733201,0.072219841
1309,406021142,Apparel Discount and Department Stores,0.11953838,0.165154215
1310,406021142,Auto and Transportation,0.039599324,0.323573631
1311,406021142,Dining Sports and Entertainment,0.097466614,0.398617142
1312,406021142,Hardware Supplies and Homewares,0.25867925,0.06578875
1313,406021142,Luxury and Speciality Stores,0.059971403,0.048027317
1314,406021142,Medical and Personal Care,0.037390026,0.044814268
1315,406021142,Personal Services,0.225006734,0.020252619
1316,406021142,Professional Services,0.07426655,0.081413777
1317,406021142,Retail Food Grocery and Supermarkets,0.449002001,0.180637498
1318,406021142,Trades and Light Manufacturing,0.12240148,0.146935958
1319,406021142,Travel Accommodation and Rentals,0.045854271,0.051222705
1320,406021143,Auto and Transportation,0.043013126,0.121366041
1321,406021143,Dining Sports and Entertainment,0.08453384,0.299616699
1322,406021143,Hardware Supplies and Homewares,0.597053144,0.009667497
1323,406021143,Luxury and Speciality Stores,0.078456962,0.015652222
1324,406021143,Medical and Personal Care,0.04574105,0.011769322
1325,406021143,Personal Services,0.135987027,0.011362034
1326,406021143,Retail Food Grocery and Supermarkets,0.340424147,0.431305395
1327,406021143,Trades and Light Manufacturing,0.413605612,0.040227081
1328,406021143,Travel Accommodation and Rentals,0.014251412,0.044482095
1329,407011144,Apparel Discount and Department Stores,0.13069165,0.029086406
1330,407011144,Auto and Transportation,0.05877703,0.116368515
1331,407011144,Dining Sports and Entertainment,0.050012595,0.524628739
1332,407011144,Hardware Supplies and Homewares,0.248890747,0.086561861
1333,407011144,Luxury and Speciality Stores,0.073587146,0.107907835
1334,407011144,Medical and Personal Care,0.040648008,0.028110377
1335,407011144,Personal Services,0.184434988,0.0312062
1336,407011144,Professional Services,0.051788522,0.046085626
1337,407011144,Retail Food Grocery and Supermarkets,0.358305278,0.635093216
1338,407011144,Trades and Light Manufacturing,0.147177906,0.146281375
1339,407011144,Travel Accommodation and Rentals,0.021395289,0.191108598
1340,407011145,Apparel Discount and Department Stores,0.057842712,0.009755458
1341,407011145,Auto and Transportation,0.034996871,0.031737906
1342,407011145,Dining Sports and Entertainment,0.081552782,0.043286755
1343,407011145,Hardware Supplies and Homewares,0.312778956,0.014470863
1344,407011145,Luxury and Speciality Stores,0.060306814,0.021493296
1345,407011145,Medical and Personal Care,0.053825399,0.003227896
1346,407011145,Personal Services,0.291696293,0.010849913
1347,407011145,Professional Services,0.00311205,0.059708864
1348,407011145,Retail Food Grocery and Supermarkets,0.264024148,0.261186633
1349,407011145,Trades and Light Manufacturing,0.152270693,0.094057579
1350,407011145,Travel Accommodation and Rentals,0.020145689,0.033169455
1351,407011146,Apparel Discount and Department Stores,0.095159685,0.023425228
1352,407011146,Auto and Transportation,0.044627223,0.123769649
1353,407011146,Dining Sports and Entertainment,0.090224575,0.058229221
1354,407011146,Hardware Supplies and Homewares,0.216599648,0.038311183
1355,407011146,Luxury and Speciality Stores,0.117759241,0.018289786
1356,407011146,Medical and Personal Care,0.027702427,0.028295827
1357,407011146,Personal Services,0.291470988,0.020016255
1358,407011146,Professional Services,0.071943934,0.047046308
1359,407011146,Retail Food Grocery and Supermarkets,0.405805343,0.185887553
1360,407011146,Trades and Light Manufacturing,0.362181148,0.06999274
1361,407011146,Travel Accommodation and Rentals,0.065071911,0.010984275
1362,407011147,Apparel Discount and Department Stores,0.120619665,0.009512892
1363,407011147,Auto and Transportation,0.071703183,0.016501732
1364,407011147,Dining Sports and Entertainment,0.061402886,0.099487888
1365,407011147,Hardware Supplies and Homewares,0.902901751,0.009609625
1366,407011147,Luxury and Speciality Stores,0.039207238,0.074124208
1367,407011147,Medical and Personal Care,0.048805707,0.019907598
1368,407011147,Personal Services,0.384911379,0.025413221
1369,407011147,Professional Services,0.040053669,0.068990035
1370,407011147,Retail Food Grocery and Supermarkets,0.255496095,0.347898426
1371,407011147,Trades and Light Manufacturing,0.137954,0.322114183
1372,407011147,Travel Accommodation and Rentals,0.020472552,0.003030538
1373,407011148,Apparel Discount and Department Stores,0.099647422,0.542420692
1374,407011148,Auto and Transportation,0.053016825,0.116480798
1375,407011148,Dining Sports and Entertainment,0.049627747,0.584101044
1376,407011148,Hardware Supplies and Homewares,0.241237965,0.239878932
1377,407011148,Luxury and Speciality Stores,0.098920321,0.150814182
1378,407011148,Medical and Personal Care,0.03132294,0.045109912
1379,407011148,Personal Services,0.274526352,0.020441295
1380,407011148,Professional Services,0.04715818,0.079649812
1381,407011148,Retail Food Grocery and Supermarkets,0.255490305,0.703913019
1382,407011148,Trades and Light Manufacturing,0.310467896,0.084310248
1383,407011148,Travel Accommodation and Rentals,0.035251509,0.043581371
1384,407011149,Apparel Discount and Department Stores,0.366874716,0.006073932
1385,407011149,Auto and Transportation,0.048894594,0.064684277
1386,407011149,Dining Sports and Entertainment,0.04723637,0.231309683
1387,407011149,Hardware Supplies and Homewares,0.305740736,0.017150331
1388,407011149,Luxury and Speciality Stores,0.015803622,0.01820954
1389,407011149,Medical and Personal Care,0.10832656,0.012755699
1390,407011149,Personal Services,0.463602142,0.008927905
1391,407011149,Professional Services,0.039628341,0.041710992
1392,407011149,Retail Food Grocery and Supermarkets,0.2046507,0.571829738
1393,407011149,Trades and Light Manufacturing,0.11915269,0.059959773
1394,407011149,Travel Accommodation and Rentals,0.02939726,0.050119032
1395,407021150,Apparel Discount and Department Stores,-2.38E-18,0.01098785
1396,407021150,Auto and Transportation,0.102897226,0.012644159
1397,407021150,Dining Sports and Entertainment,0.127979067,0.022164103
1398,407021150,Hardware Supplies and Homewares,0.416589917,0.008191764
