,target_sa2,mcc,avg_spent_index,trx_count_index
472,402051049,Medical and Personal Care,0.036174222,0.11690036
473,402051049,Personal Services,0.254903299,0.097145393
474,402051049,Professional Services,0.05657906,0.101170187
475,402051049,Retail Food Grocery and Supermarkets,0.372161703,0.455386946
476,402051049,Trades and Light Manufacturing,0.141419121,0.891113148
477,402051049,Travel Accommodation and Rentals,0.052058643,0.002225587
478,402051050,Dining Sports and Entertainment,0.045415045,0.053311695
479,402051050,Luxury and Speciality Stores,0.149346679,0.012839383
480,402051050,Medical and Personal Care,0.059543969,0.009710564
481,402051050,Personal Services,0.338833384,0.019543528
482,402051050,Retail Food Grocery and Supermarkets,0.409429417,0.054797582
483,402051051,Apparel Discount and Department Stores,0.111001073,0.1582939
484,402051051,Auto and Transportation,0.048556866,0.081619914
485,402051051,Dining Sports and Entertainment,0.042295154,0.076270589
486,402051051,Hardware Supplies and Homewares,0.152312525,0.008243849
487,402051051,Luxury and Speciality Stores,-1.22E-17,0.043846071
488,402051051,Medical and Personal Care,0.031727241,0.068920012
489,402051051,Personal Services,0.318808521,0.041599973
490,402051051,Retail Food Grocery and Supermarkets,0.374527128,0.151725979
491,402051052,Apparel Discount and Department Stores,0.120048206,0.760520813
492,402051052,Auto and Transportation,0.052285666,0.334822822
493,402051052,Dining Sports and Entertainment,0.07828078,0.716355471
494,402051052,Hardware Supplies and Homewares,0.185617831,0.43524571
495,402051052,Luxury and Speciality Stores,0.10002337,0.536265978
496,402051052,Medical and Personal Care,0.055495263,0.249074768
497,402051052,Personal Services,0.240124503,0.226643556
498,402051052,Professional Services,0.060727691,0.295901088
499,402051052,Retail Food Grocery and Supermarkets,0.343169827,0.55044461
500,402051052,Trades and Light Manufacturing,0.172411477,0.921509587
501,402051052,Travel Accommodation and Rentals,0.029596116,0.084170969
502,402051053,Apparel Discount and Department Stores,0.120166965,0.087147717
503,402051053,Auto and Transportation,0.068834774,0.087519507
504,402051053,Dining Sports and Entertainment,0.128980986,0.077259184
505,402051053,Hardware Supplies and Homewares,0.633471195,0.013232405
506,402051053,Luxury and Speciality Stores,0.055819156,0.046179544
507,402051053,Medical and Personal Care,0.034838928,0.089620474
508,402051053,Personal Services,0.322227529,0.019873193
509,402051053,Professional Services,0.074959388,0.177129242
510,402051053,Retail Food Grocery and Supermarkets,0.281910219,0.15771067
511,402051054,Apparel Discount and Department Stores,0.028898227,0.011287145
512,402051054,Auto and Transportation,0.0336976,0.129914741
513,402051054,Dining Sports and Entertainment,0.076666276,0.110804853
514,402051054,Hardware Supplies and Homewares,0.105140501,0
515,402051054,Luxury and Speciality Stores,0.083501659,0.080421419
516,402051054,Medical and Personal Care,0.062109788,0.036761998
517,402051054,Personal Services,0.346678548,0.03842358
518,402051054,Professional Services,0.073784901,0.017579948
519,402051054,Retail Food Grocery and Supermarkets,0.341830466,0.235550966
520,402051054,Trades and Light Manufacturing,1,0.002570725
521,402051054,Travel Accommodation and Rentals,0.026662522,0.087938048
522,402051055,Apparel Discount and Department Stores,0.106021993,0.20611462
523,402051055,Auto and Transportation,0.06507572,0.116083051
524,402051055,Dining Sports and Entertainment,0.066356758,0.240717974
525,402051055,Hardware Supplies and Homewares,0.210586857,0.117885014
526,402051055,Luxury and Speciality Stores,0.102682033,0.119421045
527,402051055,Medical and Personal Care,0.034557131,0.158446417
528,402051055,Personal Services,0.255016364,0.096382395
529,402051055,Professional Services,0.066846443,0.126120796
530,402051055,Retail Food Grocery and Supermarkets,0.362794336,0.168235613
531,402051055,Trades and Light Manufacturing,0.204190266,0.246384918
532,402051055,Travel Accommodation and Rentals,0.025674954,0.012012697
533,403011056,Apparel Discount and Department Stores,0.108989873,0.053697078
534,403011056,Auto and Transportation,0.036738736,0.231284969
535,403011056,Dining Sports and Entertainment,0.082103797,0.400283071
536,403011056,Hardware Supplies and Homewares,0.273380169,0.047301579
537,403011056,Luxury and Speciality Stores,0.089297256,0.172554552
538,403011056,Medical and Personal Care,0.053180926,0.212103131
539,403011056,Personal Services,0.300480556,0.092913657
540,403011056,Professional Services,0.051366406,0.114017281
541,403011056,Retail Food Grocery and Supermarkets,0.364459775,0.507515008
542,403011056,Trades and Light Manufacturing,0.030706352,0.064113398
543,403011056,Travel Accommodation and Rentals,0.019651258,0.03654204
544,403011057,Apparel Discount and Department Stores,0.119749028,0.411632606
545,403011057,Auto and Transportation,0.053030999,0.328319948
546,403011057,Dining Sports and Entertainment,0.075362749,0.816066528
547,403011057,Hardware Supplies and Homewares,0.17556635,0.124760193
548,403011057,Luxury and Speciality Stores,0.075773388,0.348637822
549,403011057,Medical and Personal Care,0.056067983,0.313654188
550,403011057,Personal Services,0.257655082,0.256842101
551,403011057,Professional Services,0.064439679,0.144428041
552,403011057,Retail Food Grocery and Supermarkets,0.268002929,0.756862631
553,403011057,Trades and Light Manufacturing,0.17757933,0.624590886
554,403011057,Travel Accommodation and Rentals,0.02738431,0.454044822
555,403021058,Apparel Discount and Department Stores,0.117038408,0.493318675
556,403021058,Auto and Transportation,0.057134048,0.414739466
557,403021058,Dining Sports and Entertainment,0.09590611,0.376441293
558,403021058,Hardware Supplies and Homewares,0.224299277,0.550821636
559,403021058,Luxury and Speciality Stores,0.101824572,0.203109327
560,403021058,Medical and Personal Care,0.028660764,0.128161712
561,403021058,Personal Services,0.303641325,0.146331805
562,403021058,Retail Food Grocery and Supermarkets,0.302258686,0.455554567
563,403021058,Trades and Light Manufacturing,0.273965226,0.419932637
564,403021058,Travel Accommodation and Rentals,0.023724773,0.07199637
565,403021059,Apparel Discount and Department Stores,0.117799186,0.137219998
566,403021059,Auto and Transportation,0.061037647,0.012699349
567,403021059,Dining Sports and Entertainment,0.102321329,0.15997228
568,403021059,Luxury and Speciality Stores,0.070866326,0.118263811
569,403021059,Medical and Personal Care,0.025423626,0.067987389
570,403021059,Personal Services,0.236361511,0.030536504
571,403021059,Professional Services,0.066630147,0.02182432
572,403021059,Retail Food Grocery and Supermarkets,0.354752013,0.254676316
573,403021059,Travel Accommodation and Rentals,0.019179001,0.075455607
574,403021060,Auto and Transportation,0.07247587,0.074275873
575,403021060,Dining Sports and Entertainment,0.061645364,0.089353322
576,403021060,Luxury and Speciality Stores,0.116654166,0.072635431
577,403021060,Medical and Personal Care,0.038587773,0.096366534
578,403021060,Personal Services,0.21998751,0.057782579
579,403021060,Retail Food Grocery and Supermarkets,0.49659755,0.122797905
580,403021060,Trades and Light Manufacturing,0.432150125,0.051628721
581,403021060,Travel Accommodation and Rentals,1,0
582,403021061,Apparel Discount and Department Stores,0.141639886,0.28367511
583,403021061,Auto and Transportation,0.061286533,0.274721197
584,403021061,Dining Sports and Entertainment,0.096898141,0.498142225
585,403021061,Hardware Supplies and Homewares,0.291421354,0.2678079
586,403021061,Luxury and Speciality Stores,0.102904064,0.293935292
587,403021061,Medical and Personal Care,0.061278846,0.262136862
588,403021061,Personal Services,0.276515232,0.069146686
589,403021061,Professional Services,0.066198015,0.22655826
590,403021061,Retail Food Grocery and Supermarkets,0.451052756,0.596006481
591,403021061,Trades and Light Manufacturing,0.189574887,0.738595385
592,403021061,Travel Accommodation and Rentals,0.04182231,0.229602587
593,403021062,Apparel Discount and Department Stores,0.148392482,0.262929846
594,403021062,Auto and Transportation,0.046577431,0.167272485
595,403021062,Dining Sports and Entertainment,0.066520099,0.398444872
596,403021062,Hardware Supplies and Homewares,0.806991899,0.001976325
597,403021062,Luxury and Speciality Stores,0.205023324,0.054970721
598,403021062,Medical and Personal Care,0.070406934,0.125100452
599,403021062,Personal Services,0.251610633,0.083096279
600,403021062,Professional Services,0.040405646,0.158610321
601,403021062,Retail Food Grocery and Supermarkets,0.498338221,0.260770684
602,403021062,Trades and Light Manufacturing,0.272826646,0.157647311
603,403021062,Travel Accommodation and Rentals,0.029101011,0.002569914
604,403021063,Apparel Discount and Department Stores,0.089322621,0.021009349
605,403021063,Auto and Transportation,0.063430038,0.142425684
606,403021063,Dining Sports and Entertainment,0.113545861,0.023107673
607,403021063,Hardware Supplies and Homewares,0.156740864,0.071917382
608,403021063,Luxury and Speciality Stores,0.231171881,0.015278444
609,403021063,Medical and Personal Care,0.041148458,0.052105927
610,403021063,Personal Services,0.344486008,0.064842383
611,403021063,Professional Services,0.105148949,0.036761034
612,403021063,Retail Food Grocery and Supermarkets,0.355196742,0.043194484
613,403021063,Trades and Light Manufacturing,0.274936531,0.338776287
614,403021063,Travel Accommodation and Rentals,0.038247437,0.004079483
615,403021064,Apparel Discount and Department Stores,0.12692648,0.94101733
616,403021064,Auto and Transportation,0.055126698,0.090990751
617,403021064,Dining Sports and Entertainment,0.083520019,0.752189591
618,403021064,Hardware Supplies and Homewares,0.225721812,0.553747059
619,403021064,Luxury and Speciality Stores,0.104228529,0.642281694
620,403021064,Medical and Personal Care,0.033712442,0.230062166
621,403021064,Personal Services,0.234337078,0.319289748
622,403021064,Professional Services,0.082361734,0.187333102
623,403021064,Retail Food Grocery and Supermarkets,0.347146647,0.655485035
624,403021064,Trades and Light Manufacturing,0.164056299,0.247753591
625,403021064,Travel Accommodation and Rentals,0.044989552,0.052171315
626,403031065,Auto and Transportation,0.058023383,0.072669661
627,403031065,Dining Sports and Entertainment,0.116383043,0.035471961
628,403031065,Hardware Supplies and Homewares,0.24630652,0.026924891
629,403031065,Luxury and Speciality Stores,0.058245305,0.020450096
630,403031065,Medical and Personal Care,0.037518213,0.074096471
631,403031065,Personal Services,0.533203745,0.011814028
632,403031065,Retail Food Grocery and Supermarkets,0.2754525,0.065407371
633,403031066,Auto and Transportation,0.065875021,0.297059719
634,403031066,Dining Sports and Entertainment,0.099394474,0.469373133
635,403031066,Luxury and Speciality Stores,0.091301502,0.341022885
636,403031066,Medical and Personal Care,0.095573963,0.023896105
637,403031066,Personal Services,0.323675386,0.030791527
638,403031066,Professional Services,0.057680537,0.196087797
639,403031066,Retail Food Grocery and Supermarkets,0.177417748,0.209813899
640,403031067,Apparel Discount and Department Stores,0.11824994,0.183700736
641,403031067,Auto and Transportation,0.05022313,0.086122635
642,403031067,Dining Sports and Entertainment,0.043568847,0.299745902
643,403031067,Hardware Supplies and Homewares,0.198335308,0.104910139
644,403031067,Luxury and Speciality Stores,0.044510226,0.156454641
645,403031067,Medical and Personal Care,0.060128765,0.070446611
646,403031067,Personal Services,0.202622438,0.051543827
647,403031067,Professional Services,0.02741871,0.123824928
648,403031067,Retail Food Grocery and Supermarkets,0.285160675,0.312428994
649,403031067,Trades and Light Manufacturing,0.108792179,0.12383514
650,403031067,Travel Accommodation and Rentals,0.063490044,0.007148786
651,403031068,Apparel Discount and Department Stores,0.140589489,0.347935548
652,403031068,Auto and Transportation,0.056454042,0.301374034
653,403031068,Dining Sports and Entertainment,0.103333767,0.636377162
654,403031068,Hardware Supplies and Homewares,0.269229357,0.255452254
655,403031068,Luxury and Speciality Stores,0.102241647,0.311958998
656,403031068,Medical and Personal Care,0.065037087,0.263171616
657,403031068,Personal Services,0.342718221,0.058280186
658,403031068,Professional Services,0.055763306,0.196321183
659,403031068,Retail Food Grocery and Supermarkets,0.312244712,0.498806994
660,403031068,Trades and Light Manufacturing,0.305569302,0.080942123
661,403031069,Apparel Discount and Department Stores,0.102891271,0.141727031
662,403031069,Auto and Transportation,0.050766348,0.237584212
663,403031069,Dining Sports and Entertainment,0.072950867,0.413551777
664,403031069,Hardware Supplies and Homewares,0.229219388,0.071034836
665,403031069,Luxury and Speciality Stores,0.0484592,0.215786106
666,403031069,Medical and Personal Care,0.052751419,0.119209071
667,403031069,Personal Services,0.362401741,0.1048666
668,403031069,Professional Services,0.047085513,0.161286121
669,403031069,Retail Food Grocery and Supermarkets,0.359599024,0.425159292
670,403031069,Travel Accommodation and Rentals,0.018030554,0.103913932
671,403031070,Apparel Discount and Department Stores,0.092553776,0.062947842
672,403031070,Auto and Transportation,0.064900121,0.328925132
673,403031070,Dining Sports and Entertainment,0.056170006,0.217997909
674,403031070,Hardware Supplies and Homewares,0.261403036,0.266499996
675,403031070,Luxury and Speciality Stores,0.05179601,0.200302824
676,403031070,Medical and Personal Care,0.057314183,0.020762278
677,403031070,Personal Services,0.25184715,0.031063138
678,403031070,Retail Food Grocery and Supermarkets,0.376787327,0.484308812
679,403031070,Trades and Light Manufacturing,0.358307251,0.010675648
680,403041071,Apparel Discount and Department Stores,0.107709897,0.16009554
681,403041071,Auto and Transportation,0.049563543,0.12772428
682,403041071,Dining Sports and Entertainment,0.084048379,0.208096299
683,403041071,Hardware Supplies and Homewares,0.340093237,0.02921083
684,403041071,Luxury and Speciality Stores,0.100904763,0.090228343
685,403041071,Medical and Personal Care,0.051232993,0.198516942
686,403041071,Personal Services,0.301967989,0.024252138
687,403041071,Professional Services,0.053756889,0.076284709
688,403041071,Retail Food Grocery and Supermarkets,0.296501713,0.258873049
689,403041071,Trades and Light Manufacturing,0.298548714,0.075872083
690,403041071,Travel Accommodation and Rentals,0.012243927,0.027108379
691,403041072,Apparel Discount and Department Stores,0.085548319,0.099313186
692,403041072,Auto and Transportation,0.037606268,0.250966772
693,403041072,Dining Sports and Entertainment,0.019671671,0.287403147
694,403041072,Hardware Supplies and Homewares,0.251081252,0.056740482
695,403041072,Luxury and Speciality Stores,0.13428771,0.047127716
696,403041072,Medical and Personal Care,0.05609981,0.060182386
697,403041072,Personal Services,0.179135544,0.024745598
698,403041072,Professional Services,0.016005962,0.040348668
699,403041072,Retail Food Grocery and Supermarkets,0.282729717,0.396676138
700,403041072,Trades and Light Manufacturing,0.479293088,0
701,403041072,Travel Accommodation and Rentals,0.000245407,0.018826277
702,403041073,Apparel Discount and Department Stores,0.126928086,0.362933562
703,403041073,Auto and Transportation,0.044424137,0.194646595
704,403041073,Dining Sports and Entertainment,0.108409873,0.348143986
705,403041073,Hardware Supplies and Homewares,0.250053161,0.396147469
706,403041073,Luxury and Speciality Stores,0.114770933,0.23465662
707,403041073,Medical and Personal Care,0.044569935,0.138839839
708,403041073,Personal Services,0.257092333,0.28233411
709,403041073,Professional Services,0.086152664,0.123233321
710,403041073,Retail Food Grocery and Supermarkets,0.364140496,0.374171466
711,403041073,Trades and Light Manufacturing,0.166857957,0.192744844
712,403041073,Travel Accommodation and Rentals,0.027345068,0.077024463
713,403041074,Apparel Discount and Department Stores,0.130090466,0.114596802
714,403041074,Auto and Transportation,0.055990093,0.129454193
715,403041074,Dining Sports and Entertainment,0.071703802,0.345636283
716,403041074,Hardware Supplies and Homewares,0.280209871,0.034043132
717,403041074,Luxury and Speciality Stores,0.102576723,0.11866293
718,403041074,Medical and Personal Care,0.04289158,0.124466161
719,403041074,Personal Services,0.294513934,0.227089329
720,403041074,Professional Services,0.066625891,0.127906472
721,403041074,Retail Food Grocery and Supermarkets,0.428106543,0.18617106
722,403041074,Trades and Light Manufacturing,0.282741596,0.016435976
723,403041074,Travel Accommodation and Rentals,0.026529391,0.126614463
724,403041075,Auto and Transportation,0.036850755,0.007172763
725,403041075,Dining Sports and Entertainment,0.0520669,0.011455956
726,403041075,Personal Services,0.167920017,0.014627582
727,403041075,Professional Services,0.08401917,0.008407329
728,403041075,Retail Food Grocery and Supermarkets,0.352286984,0.043821511
729,403041075,Trades and Light Manufacturing,0.287330115,0.004141723
730,403041075,Travel Accommodation and Rentals,0.030818577,0.013146013
731,403041076,Apparel Discount and Department Stores,0.123862632,0.033282408
732,403041076,Auto and Transportation,-4.46E-18,0.009384159
733,403041076,Dining Sports and Entertainment,0.14578991,0.048300204
734,403041076,Hardware Supplies and Homewares,0.301583291,0.042975656
735,403041076,Luxury and Speciality Stores,0.048473772,0.03952545
736,403041076,Medical and Personal Care,0.038476252,0.061856806
737,403041076,Personal Services,0.238709053,0.030277333
738,403041076,Professional Services,0.051901471,0.147831137
739,403041076,Retail Food Grocery and Supermarkets,0.501086785,0.144472749
740,403041076,Travel Accommodation and Rentals,0.027072061,0.00420718
741,403041077,Apparel Discount and Department Stores,0.093077935,0.076234201
742,403041077,Auto and Transportation,0.041241239,0.145792258
743,403041077,Dining Sports and Entertainment,0.105615588,0.218410966
744,403041077,Luxury and Speciality Stores,0.066804479,0.01789489
745,403041077,Medical and Personal Care,0.041319335,0.038363852
746,403041077,Personal Services,0.415466426,0.009705416
747,403041077,Retail Food Grocery and Supermarkets,0.318445672,0.2124441
748,403041078,Auto and Transportation,0.053444736,0.0980322
749,403041078,Dining Sports and Entertainment,0.102734353,0.113645351
750,403041078,Luxury and Speciality Stores,0.075136524,0.043100627
751,403041078,Personal Services,0.235549722,0.06058162
752,403041078,Retail Food Grocery and Supermarkets,0.371429585,0.110166317
753,403041078,Trades and Light Manufacturing,0.322971811,0.038334742
754,403041079,Dining Sports and Entertainment,-5.71E-18,0.018887057
755,403041079,Luxury and Speciality Stores,0.166847839,0.02079431
756,403041079,Professional Services,0.060750177,0.016016804
757,403041079,Retail Food Grocery and Supermarkets,0.52173064,0.040798124
758,403041080,Apparel Discount and Department Stores,0.060868666,0.041756569
759,403041080,Auto and Transportation,0.056147015,0.057113767
760,403041080,Dining Sports and Entertainment,0.032869626,0.217424328
761,403041080,Hardware Supplies and Homewares,0.256175516,0.052617111
762,403041080,Luxury and Speciality Stores,0.152054969,0.081092952
763,403041080,Medical and Personal Care,0.030899927,0.072588687
764,403041080,Personal Services,0.226728178,0.059808255
765,403041080,Professional Services,0.078509266,0.103444346
766,403041080,Retail Food Grocery and Supermarkets,0.48214608,0.185939288
767,403041082,Apparel Discount and Department Stores,0.16833079,0.009287932
768,403041082,Auto and Transportation,0.035270791,0.155433335
769,403041082,Dining Sports and Entertainment,0.121047339,0.123002745
770,403041082,Hardware Supplies and Homewares,0.221668758,0.251485137
771,403041082,Luxury and Speciality Stores,0.05971471,0.113020359
772,403041082,Professional Services,0.036348024,0.167989188
773,403041082,Retail Food Grocery and Supermarkets,0.50954749,0.106313104
774,403041082,Trades and Light Manufacturing,0.139163008,1
775,403041083,Apparel Discount and Department Stores,0.134354088,0.229443996
776,403041083,Auto and Transportation,0.067081895,0.038790774
777,403041083,Dining Sports and Entertainment,0.067914486,0.408871122
778,403041083,Hardware Supplies and Homewares,0.142131543,0.111012729
779,403041083,Luxury and Speciality Stores,0.185436523,0.049520318
780,403041083,Medical and Personal Care,0.057577492,0.052218809
781,403041083,Personal Services,0.227938864,0.046240162
782,403041083,Professional Services,0.05496444,0.083194025
783,403041083,Retail Food Grocery and Supermarkets,0.50687179,0.453311343
784,403041083,Trades and Light Manufacturing,0.450580063,0.029599038
785,403041083,Travel Accommodation and Rentals,0.025134215,0.089044001
786,403041084,Apparel Discount and Department Stores,0.126518225,0.125193417
787,403041084,Auto and Transportation,0.068491721,0.154797701
788,403041084,Dining Sports and Entertainment,0.08830983,0.323254885
789,403041084,Hardware Supplies and Homewares,0.267184783,0.126042055
790,403041084,Luxury and Speciality Stores,0.132530825,0.137223019
791,403041084,Medical and Personal Care,0.05236127,0.203679963
792,403041084,Personal Services,0.26420353,0.10961875
793,403041084,Professional Services,0.03353432,0.302511886
794,403041084,Retail Food Grocery and Supermarkets,0.282766836,0.270380955
795,403041084,Trades and Light Manufacturing,0.303128577,0.145483975
796,403041084,Travel Accommodation and Rentals,0.029822905,0.120567069
797,403041085,Apparel Discount and Department Stores,0.09558938,0.280017058
798,403041085,Auto and Transportation,0.036647446,0.113232216
799,403041085,Dining Sports and Entertainment,0.109902044,0.215991355
800,403041085,Luxury and Speciality Stores,0.089728815,0.130676623
801,403041085,Medical and Personal Care,0.034038473,0.165439744
802,403041085,Personal Services,0.198413741,0.086488302
803,403041085,Professional Services,0.093906655,0.098505243
804,403041085,Retail Food Grocery and Supermarkets,0.334527275,0.21993738
805,403041086,Apparel Discount and Department Stores,0.197211405,0.073986553
806,403041086,Auto and Transportation,0.068723506,0.187260686
807,403041086,Dining Sports and Entertainment,0.060188801,0.119694377
808,403041086,Hardware Supplies and Homewares,0.185782211,0.122022854
809,403041086,Luxury and Speciality Stores,0.07975698,0.150807846
810,403041086,Medical and Personal Care,0.04239664,0.106996283
811,403041086,Personal Services,0.271640116,0.077850668
812,403041086,Professional Services,0.057490941,0.170388181
813,403041086,Retail Food Grocery and Supermarkets,0.424216919,0.107289858
814,403041086,Trades and Light Manufacturing,0.264654244,0.068933506
815,403041086,Travel Accommodation and Rentals,0.016918447,0.101551526
816,403041087,Apparel Discount and Department Stores,0.192388149,0.118507202
817,403041087,Auto and Transportation,0.051376691,0.495522019
818,403041087,Dining Sports and Entertainment,0.107844206,0.21177857
819,403041087,Hardware Supplies and Homewares,0.300960153,0.263667167
820,403041087,Luxury and Speciality Stores,0.142701555,0.137423634
821,403041087,Medical and Personal Care,0.040582658,0.070349854
822,403041087,Personal Services,0.226392404,0.215696194
823,403041087,Professional Services,0.071220889,0.055687024
824,403041087,Retail Food Grocery and Supermarkets,0.329002247,0.334528064
825,403041087,Trades and Light Manufacturing,0.209663049,0.149518584
826,403041087,Travel Accommodation and Rentals,0.025513578,0.146277615
827,403041088,Auto and Transportation,0.044068964,0.067485632
828,403041088,Dining Sports and Entertainment,0.056655747,0.146439296
829,403041088,Hardware Supplies and Homewares,0.308973786,0.003871629
830,403041088,Luxury and Speciality Stores,0.077235728,0.028227637
831,403041088,Personal Services,0.313745767,0.022075106
832,403041088,Professional Services,0.076565981,0.0334882
833,403041088,Retail Food Grocery and Supermarkets,0.118008498,0.034798948
834,403041089,Dining Sports and Entertainment,0.06980522,0.097144625
835,403041089,Luxury and Speciality Stores,0.079203793,0.042606479
836,403041089,Medical and Personal Care,0.055461755,0.031736049
837,403041089,Personal Services,0.326746571,0.015199831
838,403041089,Retail Food Grocery and Supermarkets,0.777955611,0.098188658
839,404011090,Auto and Transportation,0.051836452,0.265308492
840,404011090,Dining Sports and Entertainment,0.105374181,0.402575437
841,404011090,Hardware Supplies and Homewares,0.61073565,0.030489799
842,404011090,Luxury and Speciality Stores,0.107629465,0.085603631
843,404011090,Medical and Personal Care,0.046611714,0.152595352
844,404011090,Personal Services,0.127786543,0.063998524
845,404011090,Professional Services,0.09331294,0.130750526
846,404011090,Retail Food Grocery and Supermarkets,0.400953948,0.155788202
847,404011090,Trades and Light Manufacturing,0.180633168,0.065743903
848,404011090,Travel Accommodation and Rentals,0.017608915,0.119107667
849,404011091,Apparel Discount and Department Stores,0.126506391,0.235465111
850,404011091,Auto and Transportation,0.051815413,0.143860617
851,404011091,Dining Sports and Entertainment,0.055635599,0.404411678
852,404011091,Hardware Supplies and Homewares,0.328146313,0.07333235
853,404011091,Luxury and Speciality Stores,0.0825262,0.147162982
854,404011091,Medical and Personal Care,0.05178879,0.161072274
855,404011091,Personal Services,0.324951276,0.074083366
856,404011091,Professional Services,0.053179738,0.201102885
857,404011091,Retail Food Grocery and Supermarkets,0.178585004,0.546792127
858,404011091,Trades and Light Manufacturing,0.195093652,0.496221273
859,404011092,Apparel Discount and Department Stores,0.133385476,0.142086968
860,404011092,Auto and Transportation,0.041364604,0.16694325
861,404011092,Dining Sports and Entertainment,0.083536189,0.590394772
862,404011092,Hardware Supplies and Homewares,0.357411067,0.081208712
863,404011092,Luxury and Speciality Stores,0.149657817,0.072130725
864,404011092,Medical and Personal Care,0.039178265,0.241928244
865,404011092,Personal Services,0.292729804,0.088795956
866,404011092,Professional Services,0.069287377,0.115091943
867,404011092,Retail Food Grocery and Supermarkets,0.21614519,0.591737319
868,404011092,Travel Accommodation and Rentals,0.019828249,0.108280734
869,404011093,Apparel Discount and Department Stores,0.103264347,0.390764103
870,404011093,Auto and Transportation,0.050322807,0.656419138
871,404011093,Dining Sports and Entertainment,0.099289248,0.632714466
872,404011093,Hardware Supplies and Homewares,0.516428486,0.063737192
873,404011093,Luxury and Speciality Stores,0.078198201,0.373028426
874,404011093,Medical and Personal Care,0.061770477,0.394690232
875,404011093,Personal Services,0.248307972,0.156337859
876,404011093,Professional Services,0.054123348,0.112611537
877,404011093,Retail Food Grocery and Supermarkets,0.360983953,0.736539102
878,404011093,Trades and Light Manufacturing,0.272051526,0.531913881
879,404011093,Travel Accommodation and Rentals,0.042053809,0.036238758
880,404011094,Auto and Transportation,0.318051819,0.005340083
881,404011094,Dining Sports and Entertainment,0.049956663,0.053251009
882,404011094,Hardware Supplies and Homewares,0.277847691,0.153965236
883,404011094,Luxury and Speciality Stores,0.191129643,0.053475608
884,404011094,Medical and Personal Care,0.177483435,0.013927524
885,404011094,Personal Services,0.391183208,0.022400624
886,404011094,Retail Food Grocery and Supermarkets,0.380063734,0.157942442
887,404011094,Trades and Light Manufacturing,0.249216762,0.233697916
888,404011094,Travel Accommodation and Rentals,0.018544505,0.037378915
889,404011095,Auto and Transportation,0.047976332,0.301589084
890,404011095,Dining Sports and Entertainment,0.071474753,0.313040057
891,404011095,Hardware Supplies and Homewares,0.315336679,0.009054055
892,404011095,Luxury and Speciality Stores,0.085595365,0.056907187
893,404011095,Medical and Personal Care,0.040268992,0.05087766
894,404011095,Personal Services,0.212950004,0.155100061
895,404011095,Professional Services,0.06174486,0.067709125
896,404011095,Retail Food Grocery and Supermarkets,0.294499872,0.169179257
897,404011095,Trades and Light Manufacturing,0.167877843,0.059733644
898,404011095,Travel Accommodation and Rentals,0.014439838,0.14798329
899,404011096,Apparel Discount and Department Stores,0.112343062,0.743957856
900,404011096,Auto and Transportation,0.054548447,0.095282229
901,404011096,Dining Sports and Entertainment,0.06629608,0.615583388
902,404011096,Hardware Supplies and Homewares,0.370289786,0.10743046
903,404011096,Luxury and Speciality Stores,0.095494113,0.276819634
904,404011096,Medical and Personal Care,0.036065627,0.162203785
905,404011096,Personal Services,0.204140457,0.131131974
906,404011096,Professional Services,0.095317146,0.110728165
907,404011096,Retail Food Grocery and Supermarkets,0.264467491,0.380886653
908,404011096,Trades and Light Manufacturing,0.546070183,0.018518739
909,404011096,Travel Accommodation and Rentals,0.035083217,0.134255797
910,404011097,Apparel Discount and Department Stores,0.099878333,0.585427259
911,404011097,Auto and Transportation,0.046496078,0.510683972
912,404011097,Dining Sports and Entertainment,0.047094402,0.53485727
913,404011097,Hardware Supplies and Homewares,0.215919804,0.674010608
914,404011097,Luxury and Speciality Stores,0.121073942,0.177071565
915,404011097,Medical and Personal Care,0.048028535,0.171094609
916,404011097,Personal Services,0.249554493,0.13265797
917,404011097,Professional Services,0.072636943,0.10307527
918,404011097,Retail Food Grocery and Supermarkets,0.344979448,0.593390766
919,404011097,Trades and Light Manufacturing,0.174687909,0.544612785
920,404011097,Travel Accommodation and Rentals,0.017154074,0.019494409
921,404021099,Apparel Discount and Department Stores,0.144363949,0.032370829
922,404021099,Auto and Transportation,0.036232923,0.349720245
923,404021099,Dining Sports and Entertainment,0.090156314,0.489462165
924,404021099,Hardware Supplies and Homewares,0.312889791,0.052828343
925,404021099,Luxury and Speciality Stores,0.066094576,0.105206919
926,404021099,Medical and Personal Care,0.040911798,0.079778213
927,404021099,Personal Services,0.219269067,0.062980502
928,404021099,Professional Services,0.037347152,0.123244176
929,404021099,Retail Food Grocery and Supermarkets,0.435423835,0.399649858
930,404021099,Trades and Light Manufacturing,0.180525535,0.234138272
931,404021099,Travel Accommodation and Rentals,0.022603489,0.079578415
932,404021100,Apparel Discount and Department Stores,0.084006806,0.034440465
933,404021100,Auto and Transportation,0.16578429,0.004911887
934,404021100,Dining Sports and Entertainment,0.083713756,0.396636037
935,404021100,Luxury and Speciality Stores,0.211932161,0.014879325
936,404021100,Medical and Personal Care,0.023120667,0.017163483
937,404021100,Personal Services,0.175803491,0.0293692
938,404021100,Professional Services,0.094329984,0.042943054
939,404021100,Retail Food Grocery and Supermarkets,0.360797564,0.401597159
940,404021100,Trades and Light Manufacturing,0.178917894,0.111969342
941,404021100,Travel Accommodation and Rentals,0.059088274,0.01370013
942,404021101,Apparel Discount and Department Stores,0.107103299,0.400320031
