sa2_code_16,ANZSIC,mean,std,count
401011001.0,11.0,2.0269053310603202,1.3338404658346004,23.0
401011001.0,13.0,3.2466359660534136,3.183439506362544,32.0
401011001.0,14.0,14.67259358251236,17.69770034708338,55.0
401011001.0,24.0,2.788761250862452,1.8216971350794664,24.0
401011001.0,25.0,2.3326772981289348,0.9709325980585852,21.0
401011001.0,32.0,1.857583965034803,1.8754718733921727,35.0
401011001.0,33.0,1.3836869633173434,0.7308045019632962,26.0
401011001.0,34.0,2.0928530556484333,0.9839377596026655,36.0
401011001.0,36.0,1.4535546190016513,0.4618624344078191,10.0
401011001.0,37.0,1.6893065774447573,0.9018412866677686,36.0
401011001.0,41.0,1.845954539588205,0.8703070239799846,16.0
401011001.0,42.0,2.000243864028243,0.9417466102817287,113.0
401011001.0,45.0,4.060896892706827,2.6185476795641316,18.0
401011001.0,66.0,4.399158152293645,3.260882579370787,19.0
401011001.0,69.0,6.139566432617776,6.414952167541489,90.0
401011001.0,72.0,2.3387545471622833,2.0166725243210935,66.0
401011001.0,82.0,10.164256070603773,11.657216949620251,21.0
401011001.0,85.0,9.295596972059407,10.267936961673055,52.0
401011001.0,91.0,8.182575524592497,7.671652780345246,14.0
401011001.0,94.0,2.7508186919647164,1.1614083453770994,21.0
401011001.0,95.0,3.9022324416518477,3.4998897318827202,53.0
401011001.0,1174.0,3.0918899927985346,0.9431167325339446,14.0
401011001.0,1214.0,1.5749044515589252,1.071730384383269,21.0
401011001.0,1611.0,3.540736508571192,2.2683486901599283,14.0
401011001.0,3011.0,1.6864845799637846,1.4646710559214917,42.0
401011001.0,3019.0,1.3778784257400154,1.6132546840568465,17.0
401011001.0,3020.0,1.62093133021183,1.014348015001796,18.0
401011001.0,3231.0,2.9699808613107606,1.7200140821190244,11.0
401011001.0,3232.0,3.1309748875052303,1.8347950964222588,26.0
401011001.0,3242.0,3.369030413842536,2.980507766100798,21.0
401011001.0,3606.0,1.9603455852412635,1.6601382650399097,44.0
401011001.0,3609.0,2.1156111492424174,1.8134150478496753,20.0
401011001.0,3800.0,2.137847690673226,1.939133965422154,82.0
401011001.0,4110.0,1.3183032308654046,0.3771678176543263,46.0
401011001.0,4129.0,1.9109546601559395,0.7057034684245607,29.0
401011001.0,4221.0,1.7701454880948573,0.621846300856164,11.0
401011001.0,4244.0,1.785314128493633,0.6439588355214771,15.0
401011001.0,4251.0,1.8683125906405187,0.795980469678606,37.0
401011001.0,4271.0,1.4326131261696764,0.4367546244084955,43.0
401011001.0,4279.0,2.293143027443379,1.1710232023639577,34.0
401011001.0,4310.0,1.7547113294481869,1.0879721173765238,23.0
401011001.0,4400.0,7.568328050380529,6.643962684878735,25.0
401011001.0,4511.0,2.5804703419529402,0.9731105673296385,276.0
401011001.0,4512.0,2.658174729663272,0.9727406714426802,124.0
401011001.0,4520.0,2.86255252971987,1.2248504157630098,64.0
401011001.0,6240.0,2.0135476903440215,1.54638602402544,35.0
