sa2_code_16,ANZSIC,mean,std,count
401031011.0,8511.0,37510.60607133999,35239.36491651829,31.0
401031011.0,8512.0,32787.339938423094,29623.155946456314,18.0
401031011.0,8531.0,36930.08101718906,29488.572469006845,19.0
401031011.0,8539.0,15520.83932354891,10113.198467116827,35.0
401031011.0,9511.0,20987.2398384025,10289.041643955874,29.0
401031012.0,4511.0,82732.54889225903,51189.51352484468,12.0
401031012.0,6962.0,6672.73908734305,6368.298670449114,13.0
401031012.0,8511.0,33390.67646401626,34093.29200043464,20.0
401031012.0,8512.0,29781.106684244125,28836.52354580491,14.0
401031012.0,8531.0,53272.959562935415,37245.03914756559,12.0
401031012.0,8539.0,9953.673606678127,6247.684969432496,13.0
401031012.0,9511.0,23613.88315155106,19648.633753964572,13.0
401031013.0,14.0,106233.59082227004,98680.49328356629,44.0
401031013.0,32.0,15056.035148456811,14022.584910493888,23.0
401031013.0,34.0,55528.56871945243,46520.699612889824,11.0
401031013.0,36.0,57939.002697489406,58071.05494033982,18.0
401031013.0,37.0,61550.58972788239,40970.66127924631,10.0
401031013.0,42.0,71070.05249872814,68526.60158466814,30.0
401031013.0,64.0,52915.900823875825,49091.837836152095,26.0
401031013.0,69.0,23118.188084004018,23074.192835167723,15.0
401031013.0,72.0,22540.528523798173,20451.809324037342,28.0
401031013.0,3011.0,26129.400769137163,23146.431111242615,12.0
401031013.0,3232.0,10880.882480940989,5038.797390352746,14.0
401031013.0,4251.0,55654.85793708764,38339.58307396827,13.0
401031013.0,4511.0,77064.45743085153,58029.503020353106,59.0
401031013.0,4512.0,43360.10307563521,23821.8273864317,19.0
401031013.0,6240.0,30696.65658589663,31496.023940489195,19.0
401031013.0,6419.0,24400.556629833878,18528.326043491837,54.0
401031013.0,6711.0,29739.234420903733,19389.963309161474,19.0
401031013.0,6712.0,53545.7101441442,44235.987999106845,37.0
401031013.0,6720.0,42498.195295572456,33399.697638951686,28.0
401031013.0,6923.0,82563.70798647607,69313.83810516559,15.0
401031013.0,6931.0,26529.092157166306,23626.31307215324,23.0
401031013.0,6932.0,53723.53296441128,41801.40751143882,45.0
401031013.0,6962.0,16658.525862039147,19456.722941536,43.0
401031013.0,7000.0,21174.9465892009,19184.519522461134,27.0
401031013.0,8511.0,32997.13486750096,27819.073256619155,50.0
401031013.0,8512.0,55845.97261569265,54558.67686608317,39.0
401031013.0,8531.0,44195.030184450334,37816.105306898135,32.0
401031013.0,8533.0,57701.13513601809,46505.798103372035,21.0
401031013.0,8539.0,19741.288919628365,15921.327927908149,36.0
401031013.0,9419.0,24710.65688397439,21247.43422144202,13.0
401031013.0,9511.0,18064.37841919039,10870.473831511328,33.0
401031013.0,9539.0,15252.377638491344,8996.817667005003,17.0
401041014.0,9511.0,13087.69238060189,8006.430045714699,12.0
401041015.0,32.0,30380.00272640821,29607.567006755617,16.0
401041015.0,42.0,59060.278631751884,47247.182393142866,11.0
401041015.0,4511.0,48287.07961206977,30338.298734268927,12.0
401041015.0,4512.0,41946.435138251756,19033.06298681324,26.0
401041015.0,6720.0,23783.629131628502,14675.792277203856,10.0
401041015.0,9511.0,33036.2675187987,23256.72014114057,24.0
401041016.0,82.0,17775.242347125717,21876.389392967187,10.0
401041016.0,4511.0,44461.514061769565,32041.92572528575,29.0
401041016.0,4512.0,35945.57555644461,24160.04658640258,22.0
401041016.0,8539.0,23229.744003725613,19663.898478149604,13.0
401041016.0,9511.0,16455.48758208864,8243.260056906458,21.0
401041016.0,9539.0,8600.687426896055,4044.2041199272276,10.0
401051017.0,13.0,35138.82169644309,32946.93496568889,20.0
401051017.0,14.0,83735.67929777317,82507.87443343626,20.0
401051017.0,30.0,15970.029644402945,9446.442119537023,20.0
401051017.0,32.0,22378.81438563129,29515.878281976497,30.0
401051017.0,37.0,70071.38312108333,61205.04703527705,20.0
401051017.0,41.0,166272.48596289457,124823.79043968704,12.0
401051017.0,42.0,63026.1500181782,52434.840472687145,40.0
401051017.0,64.0,32024.92375837302,24402.93249957774,19.0
401051017.0,69.0,27625.397481561704,22920.851181007758,22.0
401051017.0,72.0,44575.898107670226,41818.22949642158,25.0
401051017.0,90.0,10188.928807808026,6234.202487451419,12.0
401051017.0,3011.0,35005.37767532299,32259.897141662626,25.0
401051017.0,3232.0,24176.15997584024,24546.661865380665,15.0
401051017.0,4110.0,73176.82050960549,41147.49628237048,13.0
401051017.0,4271.0,96310.8252162521,52455.19984479686,34.0
401051017.0,4279.0,52633.978668754,52070.5019646877,12.0
401051017.0,4511.0,68293.11989149825,43673.71911938385,60.0
401051017.0,4512.0,64757.86151688776,45519.167443367405,24.0
401051017.0,4520.0,168341.41040810864,160244.25307314363,13.0
401051017.0,6240.0,29015.000498547324,26158.84134524287,17.0
401051017.0,6419.0,36673.92324571136,26297.868130955,64.0
401051017.0,6711.0,55677.09755700235,40294.49559962064,17.0
401051017.0,6712.0,45460.75533094842,46849.69125890047,38.0
401051017.0,6720.0,54446.812824808134,55312.7703929833,35.0
401051017.0,6921.0,27677.561078162795,18375.22719086187,19.0
401051017.0,6923.0,32094.88355856422,35306.57920645299,27.0
401051017.0,6924.0,23745.352538867166,25419.170853991513,17.0
401051017.0,6931.0,24993.5696574982,22458.82865525663,18.0
401051017.0,6932.0,40064.56846478477,30159.082031672755,58.0
401051017.0,6940.0,23141.368067002546,16497.58233912617,20.0
401051017.0,6962.0,13471.534017507676,15048.632096677393,33.0
401051017.0,7000.0,32952.10863098424,29998.892802178598,31.0
401051017.0,7291.0,79268.09004632499,67900.87663580169,15.0
401051017.0,8511.0,27518.55363431949,23338.352231977435,26.0
401051017.0,8512.0,27294.364696153123,18819.901922871206,27.0
401051017.0,8531.0,40843.828788981205,27642.227198480898,14.0
401051017.0,8533.0,33928.24027155825,33099.34707859676,17.0
401051017.0,8539.0,22996.96644883657,17006.737966875437,60.0
401051017.0,9412.0,76425.21061317647,53267.38590463809,13.0
401051017.0,9419.0,45797.79382132418,30052.032096412542,16.0
401051017.0,9511.0,26987.772135682168,18651.760547279777,53.0
401051017.0,9539.0,16992.014656620395,11746.479437441774,11.0
401051017.0,9999.0,85089.33975248046,71888.99581893286,11.0
401051018.0,32.0,13765.253166717828,10533.796755896263,14.0
401051018.0,42.0,40269.81512991474,33355.24794867901,14.0
401051018.0,3011.0,22817.461397650946,20934.78412238901,11.0
401051018.0,4511.0,54792.26167143715,37310.361042298515,24.0
401051018.0,4512.0,32393.270821589584,21453.335933291743,24.0
401051018.0,6419.0,12647.43080682889,8586.246241847542,12.0
401051018.0,6932.0,55704.897506259746,48058.021172940775,17.0
401051018.0,6962.0,13295.15394887184,10029.335184393283,12.0
401051018.0,8511.0,29503.547846033503,23980.202616697774,13.0
401051018.0,8531.0,21233.546966219154,14590.425062178845,11.0
401051018.0,8539.0,16451.26941261987,12451.011518654312,22.0
401051018.0,9511.0,20037.56858191828,12326.285799295396,28.0
401051019.0,32.0,20786.54187170265,20804.835326065626,12.0
401051019.0,69.0,20516.400830004142,20644.661868769515,14.0
401051019.0,72.0,12670.680381391381,15128.052122650852,12.0
401051019.0,4271.0,177488.06954925836,98491.62597999389,19.0
401051019.0,4511.0,30814.713559185664,20880.384783140482,20.0
401051019.0,4512.0,29923.718494650213,18849.337399704393,20.0
401051019.0,4520.0,191880.3486897505,151263.18015346213,13.0
401051019.0,6419.0,14104.235234605649,7755.025923218852,14.0
401051019.0,6712.0,37095.06444812359,42053.25748664275,12.0
401051019.0,6932.0,32935.67604498979,22253.84199274158,17.0
401051019.0,6962.0,35771.196529257126,32785.55981976269,16.0
401051019.0,7000.0,29056.35695118661,22951.083145871642,19.0
401051019.0,8511.0,27096.517670441193,21590.340707767216,22.0
401051019.0,8512.0,24592.976531217762,29767.862898802538,22.0
401051019.0,8539.0,18275.883929752814,15607.747579555806,33.0
401051019.0,9511.0,32338.89041736079,29009.419580719907,32.0
401061021.0,32.0,10916.72606788371,11042.651461286576,12.0
401061021.0,4511.0,59413.60613044975,43510.35977243152,44.0
401061021.0,4512.0,39774.49667532703,27536.580923895777,24.0
401061021.0,6720.0,39578.98525087346,32613.549772000737,15.0
401061021.0,8511.0,48195.975093657675,40268.430567144154,10.0
401061021.0,8531.0,25390.518969784083,12972.272773656674,11.0
401061021.0,8539.0,21328.414037531522,16306.024780111657,26.0
401061021.0,9511.0,22195.226649812874,15710.912322163505,29.0
401061022.0,4271.0,95960.38090527972,63998.95541950571,12.0
401061022.0,6419.0,38107.159816704916,41971.72394508864,10.0
401061022.0,8512.0,17931.543296956177,8287.233204894605,13.0
401061022.0,8531.0,32040.67557682071,18794.01854611574,11.0
401061022.0,8539.0,21553.961493786872,20173.878491752646,17.0
401071023.0,13.0,31031.532813212725,36622.13615983209,18.0
401071023.0,14.0,39613.35797624384,61701.46751493329,14.0
401071023.0,42.0,45683.87584625202,39860.97993808752,25.0
401071023.0,69.0,11844.360571922782,10103.326253306008,11.0
401071023.0,72.0,16982.645292814817,13695.746771620485,18.0
401071023.0,3011.0,25939.207174866413,23878.359710003602,14.0
401071023.0,4511.0,61019.77888651746,44512.729647967135,34.0
401071023.0,4512.0,36864.09974680742,13379.80809028915,13.0
401071023.0,4520.0,590581.5634794147,264664.8324942322,10.0
401071023.0,6240.0,28325.9611483007,26295.741183161183,11.0
401071023.0,6419.0,24364.20408951245,22951.361915076133,41.0
401071023.0,6712.0,37747.21865712241,40243.83875868368,11.0
401071023.0,6720.0,25564.941932147238,21590.92326939726,18.0
401071023.0,6923.0,15575.557034453259,12843.377048113163,13.0
401071023.0,6931.0,19203.042966135068,12709.039832552851,24.0
401071023.0,6932.0,41916.54932596113,38308.35502396825,27.0
401071023.0,6962.0,15754.044692790798,17417.924678613363,33.0
401071023.0,7000.0,26200.172492211354,29389.373275090973,21.0
401071023.0,8511.0,37803.48499802303,36967.068912053735,17.0
401071023.0,8512.0,48829.10175964764,49918.056889886095,21.0
401071023.0,8539.0,22708.02095869428,16529.93539239239,26.0
401071023.0,9511.0,20346.124294598012,14863.141161009722,24.0
401071024.0,13.0,25620.5909446321,23107.582719786846,14.0
401071024.0,14.0,37002.93215168531,36078.74992895996,43.0
401071024.0,30.0,43566.59596244862,50051.72989287273,13.0
401071024.0,32.0,15837.492136616742,17718.71385237563,17.0
401071024.0,34.0,25551.351015573684,14355.32491654312,16.0
401071024.0,36.0,38474.539091991595,36735.88725013383,10.0
401071024.0,41.0,56025.24697895326,56327.06083902866,11.0
401071024.0,42.0,43774.969646737176,36361.59370984409,41.0
401071024.0,64.0,66811.58536309176,50288.18937615283,13.0
401071024.0,69.0,11756.401745209096,7607.408072068319,24.0
401071024.0,72.0,24149.64140985834,26504.03161479296,22.0
401071024.0,85.0,181219.69410286495,220420.6644598239,13.0
401071024.0,87.0,112981.56630540248,130753.06969078637,10.0
401071024.0,1174.0,64204.78006006936,31798.346502466273,12.0
401071024.0,1214.0,26607.062198385287,23716.159865569105,13.0
401071024.0,4231.0,85834.4981865407,101843.51322200152,11.0
401071024.0,4251.0,31400.683487493916,19974.607971017438,16.0
401071024.0,4271.0,114712.09435056425,86830.42695995903,42.0
401071024.0,4279.0,40847.079063195364,33314.784811951984,15.0
401071024.0,4400.0,70637.1466786739,45079.47160593987,11.0
401071024.0,4511.0,51443.716263756825,36686.08226285598,57.0
401071024.0,4512.0,46963.50537220477,32353.045297219982,28.0
401071024.0,4520.0,307295.0916391161,190002.86559874125,17.0
401071024.0,6240.0,30808.07519964962,30248.785641384668,25.0
401071024.0,6419.0,39866.64790951986,36721.645190046984,59.0
401071024.0,6711.0,14724.394037417047,16796.807826530814,23.0
401071024.0,6712.0,56424.80404961714,61180.35439916621,44.0
401071024.0,6720.0,24185.310995777276,23690.83308846036,31.0
401071024.0,6921.0,15309.252552832293,9414.486572754322,22.0
401071024.0,6923.0,38135.50930194117,42663.03455031846,24.0
401071024.0,6924.0,14393.335771378199,12719.24324387932,11.0
401071024.0,6931.0,31835.500968841214,31460.442175500717,31.0
401071024.0,6932.0,36123.59327819275,27151.61662701337,47.0
401071024.0,6962.0,15934.530853038912,21858.714151921547,43.0
401071024.0,7000.0,21258.87292304099,19464.004901763252,26.0
401071024.0,7291.0,59033.34679621649,67600.4442957314,14.0
401071024.0,8511.0,56528.385950137446,45942.1072972608,34.0
401071024.0,8512.0,32509.124028240818,29115.930851951427,29.0
401071024.0,8531.0,59398.231897493664,41294.37934184349,20.0
401071024.0,8533.0,42296.143201865714,40102.5683452491,22.0
401071024.0,8534.0,23052.705705522574,15084.965195050914,14.0
401071024.0,8539.0,21707.564889752535,17991.67741326667,38.0
401071024.0,9511.0,29204.77974547794,20548.3240653287,69.0
401071024.0,9539.0,12541.385741379088,11239.986209955954,16.0
401071024.0,9999.0,47677.458022150335,25158.72005913812,12.0
402011026.0,42.0,46121.306455495105,32637.3612334961,15.0
402011026.0,4511.0,43285.144997783376,32386.85624344131,14.0
402011026.0,4512.0,34201.50956801265,19758.603300495804,12.0
402011026.0,4610.0,21336.244851132873,14723.155063306975,12.0
402011026.0,6720.0,32598.611201997122,15692.19993036494,11.0
402011026.0,8539.0,24804.24776585526,18807.126153765133,11.0
402011026.0,9419.0,25594.45528344923,18393.465799097357,13.0
402011026.0,9511.0,18330.408179613318,11850.497378955162,25.0
402011027.0,12.0,19894.99107862129,24338.55788250405,12.0
402011027.0,4610.0,19259.781766404452,18912.716687232994,13.0
402021035.0,12.0,14113.383525381862,14192.470413583784,61.0
402031036.0,32.0,17875.922382063258,16341.448910056904,27.0
402031036.0,35.0,30094.04132882973,21135.132138393485,17.0
402031036.0,42.0,92840.64048037841,90900.0804959077,15.0
402031036.0,52.0,5957.067939606322,4629.878157320556,18.0
402031036.0,4110.0,61446.55078028821,43811.17151686314,20.0
402031036.0,4271.0,188863.04477476256,131027.37442007368,11.0
402031036.0,4511.0,57627.26947876041,36016.38308165538,31.0
402031036.0,4512.0,32027.319749113398,19351.182388019446,33.0
402031036.0,4610.0,54716.110243419964,58871.569598937145,17.0
402031036.0,7311.0,19562.100242972898,19437.256887641743,18.0
402031036.0,9412.0,27258.091546297375,12428.950246025679,11.0
402031036.0,9419.0,29767.039541280996,21382.71787165555,30.0
402031036.0,9511.0,16380.600919646356,7131.754405656256,23.0
402031037.0,32.0,5795.348134632436,5227.228222384105,17.0
402031037.0,42.0,46334.60271330122,34628.5425919271,12.0
402031037.0,4511.0,66819.37590576538,39954.81158897373,23.0
402031037.0,4512.0,32214.953233556207,16944.73779788171,22.0
402031037.0,9511.0,25790.693019504004,20044.581273916403,22.0
402031038.0,42.0,68033.22481641309,41998.21400445067,10.0
402031038.0,4271.0,67963.8484391801,71353.92069043884,12.0
402031038.0,4511.0,47655.00837692842,21271.818665392326,17.0
402031038.0,4512.0,52803.85502207451,32929.326631373726,32.0
402031038.0,6962.0,36996.123878618666,40258.556057066926,10.0
402031038.0,8539.0,18644.06534754203,13008.673862256115,10.0
402031038.0,9412.0,52394.94699746092,32755.507144068943,11.0
402031038.0,9419.0,29401.87655468605,20975.84677426482,13.0
402031038.0,9511.0,16227.967569864104,10193.16251362484,17.0
402041040.0,4511.0,44239.774094611035,28555.559512301734,11.0
402041040.0,4512.0,31089.067794724375,23507.88141917901,13.0
402041041.0,32.0,17611.33266787656,17599.39061647955,15.0
402041041.0,9419.0,16162.652109649887,11789.331210710527,16.0
402041041.0,9511.0,17702.757464276405,11763.149723193037,12.0
402041043.0,4512.0,24648.03705870168,12511.894185765379,20.0
402041043.0,9511.0,52306.068497040374,45249.82072455531,15.0
402041044.0,12.0,7394.668362488726,5106.849680042037,11.0
402041046.0,4512.0,50161.28535740416,36351.24004637024,28.0
402041046.0,9419.0,39739.192974122656,25886.6974109404,18.0
402041046.0,9511.0,25873.141984310416,15770.150363611283,10.0
402041047.0,4512.0,53360.5965129904,35192.68012329448,19.0
402041047.0,9419.0,24416.20812347786,10769.000903909639,15.0
402041047.0,9511.0,21728.15247165811,16203.433101328581,14.0
402041048.0,12.0,9406.246243044032,13094.657113946061,13.0
402041171.0,32.0,12291.488626105465,14806.921073974463,10.0
402041171.0,4511.0,56927.699167064624,33108.17642005763,23.0
402041171.0,4512.0,55673.8777957011,45325.895275907125,17.0
402041171.0,4610.0,21572.145067741625,15188.427507530698,13.0
402041171.0,6932.0,29865.509440234702,25056.911086050535,11.0
402041171.0,7000.0,15596.10226473227,12723.808947206022,16.0
402041171.0,8511.0,68227.03437811713,49859.38839619299,13.0
402041171.0,9511.0,24229.9704650049,16518.97721104301,17.0
402041172.0,22.0,82835.95304681614,69778.17991966853,14.0
402041172.0,34.0,74546.27961495743,47229.43842801092,15.0
402041172.0,36.0,100819.09775569558,75052.47327014802,20.0
402041172.0,42.0,56736.13572043212,37311.051484746924,12.0
402041172.0,4610.0,783588.1046109658,1121481.0080540448,12.0
402041172.0,9419.0,89488.97820957194,73314.50173055805,11.0
402051052.0,32.0,34623.186849372694,38591.04541942473,12.0
402051052.0,42.0,81113.12664989925,73026.06759021677,11.0
402051052.0,4511.0,60096.09498715052,46981.04016747801,10.0
402051052.0,4512.0,78769.7073035427,60247.50223636927,23.0
402051052.0,8539.0,11979.415647605825,9335.254736749286,12.0
402051052.0,9419.0,21147.09331164878,8985.963277661029,14.0
402051052.0,9511.0,70667.18440167549,80019.99439416443,20.0
402051053.0,9511.0,21592.179665783133,10038.089201168023,11.0
402051054.0,9511.0,24900.52595305723,16777.05180553825,14.0
402051055.0,32.0,5200.510479919507,4464.345982336046,16.0
402051055.0,4511.0,51616.591836975786,20868.78733942588,12.0
402051055.0,9419.0,21034.144797228168,13899.996973021252,17.0
402051055.0,9511.0,21932.545601356745,9809.532214467043,15.0
403011056.0,42.0,32773.0380210645,10499.186799678604,11.0
403011056.0,4511.0,48788.90051863438,29713.3797443733,14.0
403011056.0,6720.0,30818.049082353667,22024.33893638961,17.0
403011056.0,8539.0,14392.099227247063,10517.319150991356,15.0
403011056.0,9511.0,18218.40821269998,10279.11631787253,26.0
403011057.0,32.0,13667.119049960422,12662.04964244016,21.0
403011057.0,42.0,54902.459899454225,40011.7802734946,17.0
403011057.0,69.0,12914.739603938408,13040.370113496383,11.0
403011057.0,72.0,41776.348509834555,39402.92854710288,14.0
403011057.0,3011.0,61568.656271905784,65205.77492836717,13.0
403011057.0,4251.0,43667.1708619271,32346.242712253304,11.0
403011057.0,4279.0,32374.667610028704,20209.924691611915,17.0
403011057.0,4511.0,94169.59856011714,69920.30538004506,50.0
403011057.0,4512.0,66728.29653688177,52306.49834945222,20.0
403011057.0,6240.0,46575.496961921686,43702.80446321495,11.0
403011057.0,6419.0,31082.842059547278,32552.732345171327,13.0
403011057.0,6712.0,20879.713749951836,20515.471044364578,11.0
403011057.0,6720.0,34494.87309064561,33898.84169791057,26.0
403011057.0,6923.0,15423.419862320832,17209.865865847114,11.0
403011057.0,6924.0,13521.777695382423,9795.257751802268,12.0
403011057.0,6962.0,13119.314023857229,10695.393653656076,25.0
403011057.0,8511.0,49786.08723421089,40568.60711307119,14.0
403011057.0,8539.0,15630.628297201021,11925.002234521104,25.0
403011057.0,9419.0,19929.2146112972,9431.748848181063,15.0
403011057.0,9511.0,23993.79928064625,10418.122170104338,41.0
403011057.0,9539.0,14172.380487469738,7412.1940586871015,12.0
403021058.0,22.0,74102.47238565561,54590.43636082569,19.0
403021058.0,24.0,45682.86517639851,40453.758414747914,12.0
403021058.0,25.0,43441.514553463705,34642.86340333737,17.0
403021058.0,32.0,41885.69683982286,41085.97284151044,11.0
403021058.0,4511.0,45038.64754796,32655.832274546814,24.0
403021058.0,4512.0,49157.65622692924,37061.558884799066,14.0
403021058.0,9419.0,34521.71897840857,25782.06206899308,17.0
403021058.0,9511.0,46205.22967127653,43817.85237189625,16.0
403021059.0,9511.0,27435.878787147525,15988.246017271287,14.0
403021062.0,32.0,12729.90372002525,13455.352540903565,10.0
403021062.0,8539.0,22921.413747849972,14176.858809234494,12.0
403021064.0,4511.0,108511.0298278662,102822.64025177326,16.0
403021064.0,4512.0,97763.02628637718,74355.06117320749,14.0
403021064.0,9511.0,130220.97717414843,129106.61940523276,21.0
403031066.0,8512.0,14734.827291072212,11063.784039343445,13.0
403031067.0,42.0,30870.695368296485,20298.45674821055,14.0
403031067.0,9511.0,18092.632875414554,9491.601030141575,14.0
403031068.0,32.0,23848.703581919126,19138.0861034382,17.0
403031068.0,42.0,34789.085592160656,25638.145588734897,15.0
403031068.0,4511.0,52383.57147806013,45708.56960446859,18.0
403031068.0,4512.0,22867.533034641125,10871.7529510731,17.0
403031068.0,6720.0,27670.056488204824,18898.70057485916,12.0
403031068.0,8511.0,18214.71396114155,14141.07611543943,11.0
403031068.0,8539.0,18408.126156270602,13791.672331833779,33.0
403031068.0,9419.0,28177.060481120385,10037.942729004246,13.0
403031068.0,9511.0,14593.379304661381,9901.050578375789,18.0
403031069.0,4511.0,85141.39745463688,71808.60503713289,20.0
403031069.0,6962.0,23607.890886635185,26343.3147387386,12.0
403031069.0,8511.0,36952.98991004364,31911.67765187444,21.0
403031069.0,8512.0,38589.71229215003,33155.2720579291,17.0
403031069.0,8539.0,12938.97452678345,7859.145562374337,19.0
403031069.0,9511.0,18676.64907934031,14994.918485384751,16.0
403041074.0,4511.0,71814.86057821273,47703.31129048509,13.0
403041082.0,22.0,55008.36159563646,38662.004905721704,29.0
403041082.0,24.0,42790.99618165206,23716.289087665962,14.0
